title,release_year,language_name,rental_duration,rental_rate,replacement_cost,rating,actor_name,category_name
Hills Neighbors,2006,English             ,5,0.99,29.99,G,Vivien Bergen,Action
Hobbit Alien,2006,English             ,5,0.99,27.99,PG-13,Vivien Bergen,Drama
Impact Aladdin,2006,English             ,6,0.99,20.99,PG-13,Vivien Bergen,Music
Italian African,2006,English             ,3,4.99,24.99,G,Vivien Bergen,Travel
Japanese Run,2006,English             ,6,0.99,29.99,G,Vivien Bergen,Horror
Kentuckian Giant,2006,English             ,5,2.99,10.99,PG,Vivien Bergen,Horror
Lovely Jingle,2006,English             ,3,2.99,18.99,PG,Vivien Bergen,Classics
Lover Truman,2006,English             ,3,2.99,29.99,G,Vivien Bergen,Classics
Mussolini Spoilers,2006,English             ,6,2.99,10.99,G,Vivien Bergen,Sports
Polish Brooklyn,2006,English             ,6,0.99,12.99,PG,Vivien Bergen,Children
Salute Apollo,2006,English             ,4,2.99,29.99,R,Vivien Bergen,New
Saturday Lambs,2006,English             ,3,4.99,28.99,G,Vivien Bergen,Sports
Stock Glass,2006,English             ,7,2.99,10.99,PG,Vivien Bergen,New
Streetcar Intentions,2006,English             ,5,4.99,11.99,R,Vivien Bergen,Horror
Tights Dawn,2006,English             ,5,0.99,14.99,R,Vivien Bergen,Sports
Trap Guys,2006,English             ,3,4.99,11.99,G,Vivien Bergen,Foreign
Tycoon Gathering,2006,English             ,3,4.99,17.99,G,Vivien Bergen,Games
Voice Peach,2006,English             ,6,0.99,22.99,PG-13,Vivien Bergen,New
Westward Seabiscuit,2006,English             ,7,0.99,11.99,NC-17,Vivien Bergen,Classics
Apache Divine,2006,English             ,5,4.99,16.99,NC-17,Cuba Olivier,Family
Borrowers Bedazzled,2006,English             ,7,0.99,22.99,G,Cuba Olivier,Animation
Bound Cheaper,2006,English             ,5,0.99,17.99,PG,Cuba Olivier,Classics
Butch Panther,2006,English             ,6,0.99,19.99,PG-13,Cuba Olivier,New
Cassidy Wyoming,2006,English             ,5,2.99,19.99,NC-17,Cuba Olivier,Travel
Divine Resurrection,2006,English             ,4,2.99,19.99,R,Cuba Olivier,Games
Egypt Tenenbaums,2006,English             ,3,0.99,11.99,PG,Cuba Olivier,Horror
Empire Malkovich,2006,English             ,7,0.99,26.99,G,Cuba Olivier,Children
Flying Hook,2006,English             ,6,2.99,18.99,NC-17,Cuba Olivier,Animation
Fugitive Maguire,2006,English             ,7,4.99,28.99,R,Cuba Olivier,Travel
Hellfighters Sierra,2006,English             ,3,2.99,23.99,PG,Cuba Olivier,Foreign
Hyde Doctor,2006,English             ,5,2.99,11.99,G,Cuba Olivier,Classics
Kiss Glory,2006,English             ,5,4.99,11.99,PG-13,Cuba Olivier,Foreign
Knock Warlock,2006,English             ,4,2.99,21.99,PG-13,Cuba Olivier,Comedy
Luke Mummy,2006,English             ,5,2.99,21.99,NC-17,Cuba Olivier,Animation
Maker Gables,2006,English             ,4,0.99,12.99,PG-13,Cuba Olivier,Children
Montezuma Command,2006,English             ,6,0.99,22.99,NC-17,Cuba Olivier,Action
Noon Papi,2006,English             ,5,2.99,12.99,G,Cuba Olivier,Children
Oklahoma Jumanji,2006,English             ,7,0.99,15.99,PG,Cuba Olivier,New
Roses Treasure,2006,English             ,5,4.99,23.99,PG-13,Cuba Olivier,Sports
Shane Darkness,2006,English             ,5,2.99,22.99,PG,Cuba Olivier,Travel
Siege Madre,2006,English             ,7,0.99,23.99,R,Cuba Olivier,Family
Soldiers Evolution,2006,English             ,7,4.99,27.99,R,Cuba Olivier,Sci-Fi
Theory Mermaid,2006,English             ,5,0.99,9.99,PG-13,Cuba Olivier,Animation
Unforgiven Zoolander,2006,English             ,7,0.99,15.99,PG,Cuba Olivier,Sci-Fi
Volcano Texas,2006,English             ,6,0.99,27.99,NC-17,Cuba Olivier,Games
Werewolf Lola,2006,English             ,6,4.99,19.99,G,Cuba Olivier,Action
Wonderland Christmas,2006,English             ,4,4.99,19.99,PG,Cuba Olivier,Sci-Fi
Blanket Beverly,2006,English             ,7,2.99,21.99,G,Fred Costner,Family
Boondock Ballroom,2006,English             ,7,0.99,14.99,NC-17,Fred Costner,Travel
Brotherhood Blanket,2006,English             ,3,0.99,26.99,R,Fred Costner,Documentary
Carol Texas,2006,English             ,4,2.99,15.99,PG,Fred Costner,Animation
Cleopatra Devil,2006,English             ,6,0.99,26.99,PG-13,Fred Costner,New
Connecticut Tramp,2006,English             ,4,4.99,20.99,R,Fred Costner,Sci-Fi
Deceiver Betrayed,2006,English             ,7,0.99,22.99,NC-17,Fred Costner,Drama
Deliverance Mulholland,2006,English             ,4,0.99,9.99,R,Fred Costner,Documentary
Eagles Panky,2006,English             ,4,4.99,14.99,NC-17,Fred Costner,New
Earring Instinct,2006,English             ,3,0.99,22.99,R,Fred Costner,Family
Easy Gladiator,2006,English             ,5,4.99,12.99,G,Fred Costner,Action
Empire Malkovich,2006,English             ,7,0.99,26.99,G,Fred Costner,Children
Entrapment Satisfaction,2006,English             ,5,0.99,19.99,R,Fred Costner,Action
Gables Metropolis,2006,English             ,3,0.99,17.99,PG,Fred Costner,Family
Human Graffiti,2006,English             ,3,2.99,22.99,NC-17,Fred Costner,Games
Image Princess,2006,English             ,3,2.99,17.99,PG-13,Fred Costner,Sports
Impossible Prejudice,2006,English             ,7,4.99,11.99,NC-17,Fred Costner,Foreign
Inch Jet,2006,English             ,6,4.99,18.99,NC-17,Fred Costner,Animation
Kramer Chocolate,2006,English             ,3,2.99,24.99,R,Fred Costner,Sports
Magnificent Chitty,2006,English             ,3,2.99,27.99,R,Fred Costner,Classics
Miracle Virtual,2006,English             ,3,2.99,19.99,PG-13,Fred Costner,Animation
Mission Zoolander,2006,English             ,3,4.99,26.99,PG-13,Fred Costner,Animation
Rear Trading,2006,English             ,6,0.99,23.99,NC-17,Fred Costner,Action
Saints Bride,2006,English             ,5,2.99,11.99,G,Fred Costner,Drama
Sense Greek,2006,English             ,4,4.99,23.99,R,Fred Costner,Sports
Theory Mermaid,2006,English             ,5,0.99,9.99,PG-13,Fred Costner,Animation
Weekend Personal,2006,English             ,5,2.99,26.99,R,Fred Costner,Sci-Fi
Breaking Home,2006,English             ,4,2.99,21.99,PG-13,Helen Voight,New
Caper Motions,2006,English             ,6,0.99,22.99,G,Helen Voight,Comedy
Casper Dragonfly,2006,English             ,3,4.99,16.99,PG-13,Helen Voight,Children
Cat Coneheads,2006,English             ,5,4.99,14.99,G,Helen Voight,Comedy
Clash Freddy,2006,English             ,6,2.99,12.99,G,Helen Voight,Animation
Cupboard Sinners,2006,English             ,4,2.99,29.99,R,Helen Voight,Documentary
Cyclone Family,2006,English             ,7,2.99,18.99,PG,Helen Voight,Foreign
Divine Resurrection,2006,English             ,4,2.99,19.99,R,Helen Voight,Games
Empire Malkovich,2006,English             ,7,0.99,26.99,G,Helen Voight,Children
Fever Empire,2006,English             ,5,4.99,20.99,R,Helen Voight,Games
Fidelity Devil,2006,English             ,5,4.99,11.99,G,Helen Voight,Horror
Greatest North,2006,English             ,5,2.99,24.99,NC-17,Helen Voight,Music
Independence Hotel,2006,English             ,5,0.99,21.99,NC-17,Helen Voight,Documentary
Iron Moon,2006,English             ,7,4.99,27.99,PG,Helen Voight,Classics
Jaws Harry,2006,English             ,4,2.99,10.99,G,Helen Voight,Comedy
Kiss Glory,2006,English             ,5,4.99,11.99,PG-13,Helen Voight,Foreign
Legally Secretary,2006,English             ,7,4.99,14.99,PG,Helen Voight,Children
Lies Treatment,2006,English             ,7,4.99,28.99,NC-17,Helen Voight,Drama
Microcosmos Paradise,2006,English             ,6,2.99,22.99,PG-13,Helen Voight,Children
Movie Shakespeare,2006,English             ,6,4.99,27.99,PG,Helen Voight,Family
Mummy Creatures,2006,English             ,3,0.99,15.99,NC-17,Helen Voight,Sports
Road Roxanne,2006,English             ,4,4.99,12.99,R,Helen Voight,Documentary
Scissorhands Slums,2006,English             ,5,2.99,13.99,G,Helen Voight,Foreign
Side Ark,2006,English             ,5,0.99,28.99,G,Helen Voight,Action
Sinners Atlantis,2006,English             ,7,2.99,19.99,PG-13,Helen Voight,Horror
Stranger Strangers,2006,English             ,3,4.99,12.99,G,Helen Voight,Children
Sweethearts Suspects,2006,English             ,3,0.99,13.99,G,Helen Voight,Children
Tadpole Park,2006,English             ,6,2.99,13.99,PG,Helen Voight,Classics
Telemark Heartbreakers,2006,English             ,6,2.99,9.99,PG-13,Helen Voight,Animation
Voice Peach,2006,English             ,6,0.99,22.99,PG-13,Helen Voight,New
War Notting,2006,English             ,7,4.99,26.99,G,Helen Voight,Foreign
Warlock Werewolf,2006,English             ,6,2.99,10.99,G,Helen Voight,Children
Attacks Hate,2006,English             ,5,4.99,21.99,PG-13,Dan Torn,Sci-Fi
Boiled Dares,2006,English             ,7,4.99,13.99,PG,Dan Torn,Travel
Chinatown Gladiator,2006,English             ,7,4.99,24.99,PG,Dan Torn,New
Coneheads Smoochy,2006,English             ,7,4.99,12.99,NC-17,Dan Torn,Drama
Early Home,2006,English             ,6,4.99,27.99,NC-17,Dan Torn,Animation
Elizabeth Shane,2006,English             ,7,4.99,11.99,NC-17,Dan Torn,Sports
Empire Malkovich,2006,English             ,7,0.99,26.99,G,Dan Torn,Children
Flash Wars,2006,English             ,3,4.99,21.99,NC-17,Dan Torn,New
Gump Date,2006,English             ,3,4.99,12.99,NC-17,Dan Torn,Travel
Innocent Usual,2006,English             ,3,4.99,26.99,PG-13,Dan Torn,Foreign
Insider Arizona,2006,English             ,5,2.99,17.99,NC-17,Dan Torn,Music
Jerk Paycheck,2006,English             ,3,2.99,13.99,NC-17,Dan Torn,Classics
Lovely Jingle,2006,English             ,3,2.99,18.99,PG,Dan Torn,Classics
Mask Peach,2006,English             ,6,2.99,26.99,NC-17,Dan Torn,New
Mussolini Spoilers,2006,English             ,6,2.99,10.99,G,Dan Torn,Sports
Rear Trading,2006,English             ,6,0.99,23.99,NC-17,Dan Torn,Action
Sling Luke,2006,English             ,5,0.99,10.99,R,Dan Torn,Classics
State Wasteland,2006,English             ,4,2.99,13.99,NC-17,Dan Torn,Games
Sun Confessions,2006,English             ,5,0.99,9.99,R,Dan Torn,Sci-Fi
Tequila Past,2006,English             ,6,4.99,17.99,PG,Dan Torn,Children
Tuxedo Mile,2006,English             ,3,2.99,24.99,R,Dan Torn,Sports
Virgin Daisy,2006,English             ,6,4.99,29.99,PG-13,Dan Torn,Drama
Ace Goldfinger,2006,English             ,3,4.99,12.99,G,Bob Fawcett,Horror
Adaptation Holes,2006,English             ,7,2.99,18.99,NC-17,Bob Fawcett,Documentary
Chinatown Gladiator,2006,English             ,7,4.99,24.99,PG,Bob Fawcett,New
Circus Youth,2006,English             ,5,2.99,13.99,PG-13,Bob Fawcett,Children
Control Anthem,2006,English             ,7,4.99,9.99,G,Bob Fawcett,Comedy
Dares Pluto,2006,English             ,7,2.99,16.99,PG-13,Bob Fawcett,Animation
Darn Forrester,2006,English             ,7,4.99,14.99,G,Bob Fawcett,Action
Dazed Punk,2006,English             ,6,4.99,20.99,G,Bob Fawcett,Games
Dynamite Tarzan,2006,English             ,4,0.99,27.99,PG-13,Bob Fawcett,Classics
Hate Handicap,2006,English             ,4,0.99,26.99,PG,Bob Fawcett,Comedy
Homicide Peach,2006,English             ,6,2.99,21.99,PG-13,Bob Fawcett,Family
Jacket Frisco,2006,English             ,5,2.99,16.99,PG-13,Bob Fawcett,Drama
Jumanji Blade,2006,English             ,4,2.99,13.99,G,Bob Fawcett,New
Lawless Vision,2006,English             ,6,4.99,29.99,G,Bob Fawcett,Animation
Leathernecks Dwarfs,2006,English             ,6,2.99,21.99,PG-13,Bob Fawcett,Travel
Oscar Gold,2006,English             ,7,2.99,29.99,PG,Bob Fawcett,Animation
Pelican Comforts,2006,English             ,4,4.99,17.99,PG,Bob Fawcett,Documentary
Personal Ladybugs,2006,English             ,3,0.99,19.99,PG-13,Bob Fawcett,Music
Raging Airplane,2006,English             ,4,4.99,18.99,R,Bob Fawcett,Sci-Fi
Run Pacific,2006,English             ,3,0.99,25.99,R,Bob Fawcett,New
Runner Madigan,2006,English             ,6,0.99,27.99,NC-17,Bob Fawcett,Music
Saddle Antitrust,2006,English             ,7,2.99,10.99,PG-13,Bob Fawcett,Comedy
Scorpion Apollo,2006,English             ,3,4.99,23.99,NC-17,Bob Fawcett,Drama
Shawshank Bubble,2006,English             ,6,4.99,20.99,PG,Bob Fawcett,Travel
Taxi Kick,2006,English             ,4,0.99,23.99,PG-13,Bob Fawcett,Music
Academy Dinosaur,2006,English             ,6,0.99,20.99,PG,Lucille Tracy,Documentary
Banger Pinocchio,2006,English             ,5,0.99,15.99,R,Lucille Tracy,Music
Bedazzled Married,2006,English             ,6,0.99,21.99,PG,Lucille Tracy,Family
Cheaper Clyde,2006,English             ,6,0.99,23.99,G,Lucille Tracy,Sci-Fi
Chitty Lock,2006,English             ,6,2.99,24.99,G,Lucille Tracy,Drama
Coldblooded Darling,2006,English             ,7,4.99,27.99,G,Lucille Tracy,Sci-Fi
Dinosaur Secretary,2006,English             ,7,2.99,27.99,R,Lucille Tracy,Family
Doors President,2006,English             ,3,4.99,22.99,NC-17,Lucille Tracy,Animation
Earring Instinct,2006,English             ,3,0.99,22.99,R,Lucille Tracy,Family
Egg Igby,2006,English             ,4,2.99,20.99,PG,Lucille Tracy,Documentary
Gandhi Kwai,2006,English             ,7,0.99,9.99,PG-13,Lucille Tracy,Family
Goldfinger Sensibility,2006,English             ,3,0.99,29.99,G,Lucille Tracy,Drama
Hyde Doctor,2006,English             ,5,2.99,11.99,G,Lucille Tracy,Classics
Jaws Harry,2006,English             ,4,2.99,10.99,G,Lucille Tracy,Comedy
Jungle Closer,2006,English             ,6,0.99,11.99,NC-17,Lucille Tracy,New
King Evolution,2006,English             ,3,4.99,24.99,NC-17,Lucille Tracy,Family
Lola Agent,2006,English             ,4,4.99,24.99,PG,Lucille Tracy,Horror
Lose Inch,2006,English             ,3,0.99,18.99,R,Lucille Tracy,Foreign
Loverboy Attacks,2006,English             ,7,0.99,19.99,PG-13,Lucille Tracy,New
Modern Dorado,2006,English             ,3,0.99,20.99,PG,Lucille Tracy,Documentary
Orient Closer,2006,English             ,3,2.99,22.99,R,Lucille Tracy,Drama
Pajama Jawbreaker,2006,English             ,3,0.99,14.99,R,Lucille Tracy,Classics
Patient Sister,2006,English             ,7,0.99,29.99,NC-17,Lucille Tracy,Classics
Random Go,2006,English             ,6,2.99,29.99,NC-17,Lucille Tracy,Sci-Fi
Rear Trading,2006,English             ,6,0.99,23.99,NC-17,Lucille Tracy,Action
Sagebrush Clueless,2006,English             ,4,2.99,28.99,G,Lucille Tracy,Documentary
Shanghai Tycoon,2006,English             ,7,2.99,20.99,PG,Lucille Tracy,Travel
Sun Confessions,2006,English             ,5,0.99,9.99,R,Lucille Tracy,Sci-Fi
Wasteland Divine,2006,English             ,7,2.99,18.99,PG,Lucille Tracy,Classics
Window Side,2006,English             ,3,2.99,25.99,R,Lucille Tracy,Travel
Agent Truman,2006,English             ,3,2.99,17.99,PG,Kirsten Paltrow,Foreign
Boondock Ballroom,2006,English             ,7,0.99,14.99,NC-17,Kirsten Paltrow,Travel
Born Spinal,2006,English             ,7,4.99,17.99,PG,Kirsten Paltrow,Travel
Chicken Hellfighters,2006,English             ,3,0.99,24.99,PG,Kirsten Paltrow,Documentary
Closer Bang,2006,English             ,5,4.99,12.99,R,Kirsten Paltrow,Comedy
Conquerer Nuts,2006,English             ,4,4.99,14.99,G,Kirsten Paltrow,Drama
Drifter Commandments,2006,English             ,5,4.99,18.99,PG-13,Kirsten Paltrow,Action
Encino Elf,2006,English             ,6,0.99,9.99,G,Kirsten Paltrow,Games
Flash Wars,2006,English             ,3,4.99,21.99,NC-17,Kirsten Paltrow,New
Hanover Galaxy,2006,English             ,5,4.99,21.99,NC-17,Kirsten Paltrow,Music
Home Pity,2006,English             ,7,4.99,15.99,R,Kirsten Paltrow,Music
Honey Ties,2006,English             ,3,0.99,29.99,R,Kirsten Paltrow,Sports
Kill Brotherhood,2006,English             ,4,0.99,15.99,G,Kirsten Paltrow,Documentary
Ladybugs Armageddon,2006,English             ,4,0.99,13.99,NC-17,Kirsten Paltrow,Games
Lord Arizona,2006,English             ,5,2.99,27.99,PG-13,Kirsten Paltrow,Action
Pinocchio Simon,2006,English             ,4,4.99,21.99,PG,Kirsten Paltrow,Comedy
Pluto Oleander,2006,English             ,5,4.99,9.99,R,Kirsten Paltrow,New
Prix Undefeated,2006,English             ,4,2.99,13.99,R,Kirsten Paltrow,Family
Pulp Beverly,2006,English             ,4,2.99,12.99,G,Kirsten Paltrow,Horror
River Outlaw,2006,English             ,4,0.99,29.99,PG-13,Kirsten Paltrow,Sports
Road Roxanne,2006,English             ,4,4.99,12.99,R,Kirsten Paltrow,Documentary
Silverado Goldfinger,2006,English             ,4,4.99,11.99,PG,Kirsten Paltrow,Sci-Fi
Sleeping Suspects,2006,English             ,7,4.99,13.99,PG-13,Kirsten Paltrow,Horror
Thief Pelican,2006,English             ,5,4.99,28.99,PG-13,Kirsten Paltrow,Animation
Titans Jerk,2006,English             ,4,4.99,11.99,PG,Kirsten Paltrow,Sci-Fi
Unbreakable Karate,2006,English             ,3,0.99,16.99,G,Kirsten Paltrow,New
Won Dares,2006,English             ,7,2.99,18.99,PG,Kirsten Paltrow,Music
Alabama Devil,2006,English             ,3,2.99,21.99,PG-13,Elvis Marx,Horror
Anaconda Confessions,2006,English             ,3,0.99,9.99,R,Elvis Marx,Animation
Barefoot Manchurian,2006,English             ,6,2.99,15.99,G,Elvis Marx,Action
Borrowers Bedazzled,2006,English             ,7,0.99,22.99,G,Elvis Marx,Animation
Caddyshack Jedi,2006,English             ,3,0.99,17.99,NC-17,Elvis Marx,Action
Chitty Lock,2006,English             ,6,2.99,24.99,G,Elvis Marx,Drama
Evolution Alter,2006,English             ,5,0.99,10.99,PG-13,Elvis Marx,Sports
Expecations Natural,2006,English             ,5,4.99,26.99,PG-13,Elvis Marx,Travel
Gangs Pride,2006,English             ,4,2.99,27.99,PG-13,Elvis Marx,Animation
Goodfellas Salute,2006,English             ,4,4.99,22.99,PG,Elvis Marx,Sci-Fi
Hobbit Alien,2006,English             ,5,0.99,27.99,PG-13,Elvis Marx,Drama
Hook Chariots,2006,English             ,7,0.99,23.99,G,Elvis Marx,Animation
Jericho Mulan,2006,English             ,3,2.99,29.99,NC-17,Elvis Marx,Games
Jumping Wrath,2006,English             ,4,0.99,18.99,NC-17,Elvis Marx,Children
Kentuckian Giant,2006,English             ,5,2.99,10.99,PG,Elvis Marx,Horror
Lovely Jingle,2006,English             ,3,2.99,18.99,PG,Elvis Marx,Classics
Motions Details,2006,English             ,5,0.99,16.99,PG,Elvis Marx,Horror
Odds Boogie,2006,English             ,6,0.99,14.99,NC-17,Elvis Marx,Family
Outlaw Hanky,2006,English             ,7,4.99,17.99,PG-13,Elvis Marx,Travel
Polish Brooklyn,2006,English             ,6,0.99,12.99,PG,Elvis Marx,Children
Right Cranes,2006,English             ,7,4.99,29.99,PG-13,Elvis Marx,Classics
Roof Champion,2006,English             ,7,0.99,25.99,R,Elvis Marx,Games
Seattle Expecations,2006,English             ,4,4.99,18.99,PG-13,Elvis Marx,Drama
